date,game,season,tournament,gameLength,firstPoints,firstNick,secondPoints,secondNick,thirdPoints,thirdNick,fourthPoints,fourthNick
22/07/2017,265,2,,H,-17.0,Adrian,11.0,Figo/Iori,-40.0,Max D.,46.0,Romo
22/07/2017,266,2,,T,-13.0,Adrian,-44.0,Figo/Iori,10.0,Max D.,47.0,Romo
22/07/2017,267,2,,H,-14.0,Adrian,39.0,Figo/Iori,7.0,Max D.,-32.0,Romo
25/07/2017,268,2,,H,-23.0,Dario,11.0,Enio,-36.0,Ini,48.0,Jess
25/07/2017,269,2,,H,20.0,Koki,-67.0,Lucas Albor,60.0,Mati G. (minimati),-13.0,Mauro
25/07/2017,270,2,,H,-45.0,Chiwi,23.0,Figo/Iori,56.0,Lucas,-34.0,Tamara
25/07/2017,271,2,,H,22.0,Koki,-35.0,Lucas Albor,59.0,Mati G. (minimati),-46.0,Mauro
25/07/2017,272,2,,H,-54.0,Enio,-26.0,Ini,5.0,Lucas,75.0,Tamara
25/07/2017,273,2,,H,11.0,Fer,-10.0,Lucio,-49.0,Luli,48.0,Max D.
25/07/2017,274,2,,H,8.0,Fer,42.0,Figo/Iori,-30.0,Lucas Albor,-20.0,Mati G. (minimati)
25/07/2017,275,2,,H,-20.0,Lucio,-46.0,Luli,5.0,Max D.,61.0,Michael
25/07/2017,276,2,,H,51.0,Dario,16.0,Fer,-21.0,Figo/Iori,-46.0,Jess
29/07/2017,277,2,,H,-18.0,Koki,-39.0,Mati G. (minimati),54.0,Michael,3.0,Nico
29/07/2017,278,2,,H,-44.0,Adrian,10.0,Fer,54.0,Lucio,-20.0,Romo
29/07/2017,279,2,,H,-19.0,Figo/Iori,-54.0,Max D.,15.0,Michael,58.0,Pato
29/07/2017,280,2,,H,46.0,Akito,-14.0,Koki,13.0,Mati G. (minimati),-45.0,Nico
29/07/2017,281,2,,T,-19.0,Akito,46.0,Koki,14.0,Mati G. (minimati),-41.0,Nico
29/07/2017,282,2,,H,-54.0,Duro,-11.0,Ernesto,48.0,Lucio,17.0,Romo
29/07/2017,283,2,,H,55.0,Figo/Iori,11.0,Max D.,-14.0,Michael,-52.0,Pato
29/07/2017,284,2,,H,17.0,Fer,-17.0,Juli F,-53.0,Lucas Albor,53.0,Pedro
30/07/2017,285,2,,H,64.0,Adrian,-43.0,Figo/Iori,8.0,Ini,-29.0,Lucio
30/07/2017,286,2,,H,-54.0,Adrian,75.0,Figo/Iori,-27.0,Ini,6.0,Lucio
30/07/2017,287,2,,H,-22.0,Adrian,13.0,Figo/Iori,-42.0,Ini,51.0,Lucio
30/07/2017,288,2,,H,40.0,Adrian,9.0,Figo/Iori,-30.0,Ini,-19.0,Lucio
31/07/2017,289,2,,H,57.0,Adrian,3.0,Figo/Iori,-23.0,Mati G. (minimati),-37.0,Michael
31/07/2017,290,2,,H,19.0,Adrian,73.0,Figo/Iori,-33.0,Michael,-59.0,Romo
31/07/2017,291,2,,H,71.0,Adrian,1.0,Figo/Iori,-48.0,Michael,-24.0,Romo
01/08/2017,292,2,,H,49.0,Chiwi,-51.0,Fer,-10.0,Koki,12.0,Pato
01/08/2017,293,2,,H,7.0,Mati G. (minimati),-22.0,Mauro,54.0,Nico,-39.0,Tamara
01/08/2017,294,2,,H,11.0,Chiwi,-20.0,Koki,54.0,Lucio,-45.0,Pato
01/08/2017,295,2,,H,9.0,Chiwi,66.0,Koki,-56.0,Lucio,-19.0,Pato
01/08/2017,296,2,,H,-51.0,Diego (old),-17.0,Fer,51.0,Mauro,17.0,Nico
01/08/2017,297,2,,T,-40.0,Chiwi,52.0,Koki,14.0,Lucio,-26.0,Pato
01/08/2017,298,2,,H,48.0,Lucas,-19.0,Luli,-39.0,Max D.,10.0,Michael
05/08/2017,299,2,,H,51.0,Dario,-13.0,Haku/Kozi,-51.0,Nakanaki,13.0,Pedro
05/08/2017,300,2,,H,8.0,Mati,51.0,Michael,-22.0,Nico,-37.0,Pato
05/08/2017,301,2,,H,53.0,Michael,-24.0,Nico,-45.0,Pato,16.0,Wapuro
05/08/2017,302,2,,H,-32.0,Koki,23.0,Lucas,-54.0,Lucio,63.0,Naoko
05/08/2017,303,2,,H,-29.0,Fer,21.0,Figo/Iori,52.0,Mati,-44.0,Mati G. (minimati)
05/08/2017,304,2,,H,12.0,Koki,-52.0,Mati G. (minimati),49.0,Michael,-9.0,Nico
05/08/2017,305,2,,H,-24.0,Haku/Kozi,7.0,Nico,-44.0,Pato,61.0,Pedro
05/08/2017,306,2,,H,8.0,Haku/Kozi,41.0,Nico,-19.0,Pato,-30.0,Pedro
06/08/2017,307,2,,T,61.0,Lucio,7.0,Mauro,-44.0,Max D.,-24.0,Romo
06/08/2017,308,2,,T,8.0,Adrian,41.0,Figo/Iori,-19.0,Lucas,-30.0,Lucio
06/08/2017,309,2,,T,-18.0,Mauro,-33.0,Max D.,10.0,Pablo (2de6),41.0,Romo
06/08/2017,310,2,,T,8.0,Adrian,48.0,Lucas,-35.0,Lucio,-21.0,Romo
06/08/2017,311,2,,T,-32.0,Figo/Iori,41.0,Lucas,8.0,Mauro,-17.0,Max D.
06/08/2017,312,2,,T,-16.0,Adrian,6.0,Lucas,-33.0,Lucio,43.0,Romo
06/08/2017,313,2,,T,56.0,Figo/Iori,-50.0,Mauro,7.0,Max D.,-13.0,Romo
06/08/2017,314,2,,T,-42.0,Adrian,10.0,Figo/Iori,45.0,Lucas,-13.0,Lucio
07/08/2017,315,2,,T,42.0,Figo/Iori,7.0,Lucas,-32.0,Mauro,-17.0,Romo
07/08/2017,316,2,,H,-54.0,Haku/Kozi,13.0,Nico,-16.0,Pato,57.0,Pedro
07/08/2017,317,2,,H,-20.0,Haku/Kozi,-58.0,Nico,66.0,Pato,12.0,Pedro
07/08/2017,318,2,,H,11.0,Haku/Kozi,42.0,Nico,-16.0,Pato,-37.0,Pedro
07/08/2017,319,2,,H,50.0,JC,-18.0,Nico,3.0,Pato,-35.0,Pedro
07/08/2017,320,2,,H,-15.0,Figo/Iori,-38.0,JC,44.0,Nico,9.0,Pedro
08/08/2017,321,2,,H,-51.0,Adrian,82.0,Koki,-27.0,Mati G. (minimati),-4.0,Naoko
08/08/2017,322,2,,H,8.0,Adrian,-48.0,Koki,62.0,Mati G. (minimati),-22.0,Naoko
08/08/2017,323,2,,H,-33.0,Lucas,-51.0,Mauro,15.0,Nico,69.0,Tamara
08/08/2017,324,2,,H,-56.0,Chiwi,52.0,Lucio,-15.0,Luli,19.0,Pato
08/08/2017,325,2,,H,-40.0,Figo/Iori,47.0,Koki,15.0,Mati G. (minimati),-22.0,Naoko
08/08/2017,326,2,,H,-31.0,Lucas,-51.0,Michael,77.0,Nico,5.0,Pedro
08/08/2017,327,2,,H,-33.0,Lucio,9.0,Luli,43.0,Mauro,-19.0,Pato
08/08/2017,328,2,,H,-14.0,Chiwi,-57.0,Juli F,53.0,Naoko,18.0,Pedro
08/08/2017,329,2,,H,-41.0,Fer,78.0,Figo/Iori,15.0,Lucas,-52.0,Michael
09/08/2017,330,2,,H,-21.0,Adrian,-33.0,Haku/Kozi,10.0,Mauro,44.0,Nico
09/08/2017,331,2,,H,63.0,JC,9.0,Haku/Kozi,-21.0,Mauro,-51.0,Pedro
09/08/2017,332,2,,H,6.0,JC,53.0,Haku/Kozi,-15.0,Nico,-44.0,Pedro
10/08/2017,333,2,,H,-26.0,Jess,-38.0,Haku/Kozi,16.0,Mauro,48.0,Pedro
10/08/2017,334,2,,H,40.0,JC,-16.0,Nico,5.0,Pato,-29.0,Romo
10/08/2017,335,2,,H,-68.0,Mauro,3.0,Nico,-24.0,Pedro,89.0,Romo
10/08/2017,336,2,,H,-52.0,JC,56.0,Nico,19.0,Pedro,-23.0,Romo
10/08/2017,337,2,,H,-23.0,Facu (UY),6.0,JC,56.0,Pedro,-39.0,Romo
10/08/2017,338,2,,H,13.0,Dario,-26.0,Haku/Kozi,-37.0,Mauro,50.0,Pedro
10/08/2017,339,2,,H,10.0,Dario,44.0,Haku/Kozi,-35.0,Nico,-19.0,Pedro
10/08/2017,340,2,,H,-51.0,Haku/Kozi,13.0,Mauro,58.0,Nico,-20.0,Pedro
11/08/2017,341,2,,H,-52.0,Chiwi,47.0,Mati,-11.0,Max D.,16.0,Pato
11/08/2017,342,2,,H,57.0,Chiwi,-45.0,Mati,-16.0,Max D.,4.0,Pato
12/08/2017,343,2,,H,-56.0,Fer,-15.0,Lucas Albor,59.0,Michael,12.0,Nico
12/08/2017,344,2,,H,49.0,Figo/Iori,-41.0,Lucas Albor,7.0,Michael,-15.0,Nico
12/08/2017,345,2,,H,24.0,Alejandro,-51.0,Lucio,-34.0,Mati G. (minimati),61.0,Romo
12/08/2017,346,2,,H,-33.0,Alejandro,-43.0,Lucas Albor,12.0,Mati G. (minimati),64.0,Nico
12/08/2017,347,2,,H,-34.0,Akito,61.0,Figo/Iori,-51.0,Lucio,24.0,Romo
12/08/2017,348,2,,H,-51.0,Adrian,73.0,Koki,7.0,Lucas,-29.0,Naoko
12/08/2017,349,2,,H,-26.0,Adrian,-37.0,Koki,51.0,Lucas,12.0,Naoko
12/08/2017,350,2,,H,-29.0,Fer,5.0,Juli F,-15.0,Michael,39.0,Pedro
12/08/2017,351,2,,H,-22.0,Adrian,-58.0,Alejandro,3.0,Lucas,77.0,Mati G. (minimati)
12/08/2017,352,2,,H,-22.0,Akito,2.0,Koki,54.0,Lucio,-34.0,Naoko
12/08/2017,353,2,,H,10.0,Adrian,-35.0,Facu (UY),42.0,Lucas,-17.0,Pedro
12/08/2017,354,2,,H,-41.0,Adrian,-13.0,Facu (UY),11.0,Lucas,43.0,Nico
12/08/2017,355,2,,H,-40.0,Adrian,53.0,Facu (UY),-27.0,Lucas,14.0,Nico
12/08/2017,356,2,,H,20.0,Adrian,-28.0,Facu (UY),-41.0,Lucas,49.0,Pedro
13/08/2017,357,2,,H,-29.0,Dario,8.0,Facu (UY),38.0,Nico,-17.0,Pedro
13/08/2017,358,2,,H,-1.0,Dario,55.0,Mati G. (minimati),-21.0,Nico,-33.0,Pedro
14/08/2017,359,2,,H,-48.0,Dario,-13.0,Lucas,54.0,Pedro,7.0,Romo
14/08/2017,360,2,,H,-33.0,Adrian,-22.0,Figo/Iori,54.0,Lucas,1.0,Nico
14/08/2017,361,2,,H,14.0,Adrian,-19.0,Figo/Iori,46.0,Lucas,-41.0,Nico
14/08/2017,362,2,,H,-33.0,Adrian,92.0,Figo/Iori,-61.0,Lucas,2.0,Nico
15/08/2017,363,2,,H,53.0,Chiwi,8.0,Juli F,-36.0,Koki,-25.0,Pedro
15/08/2017,364,2,,H,9.0,Chiwi,-16.0,Juli F,-46.0,Koki,53.0,Pedro
15/08/2017,365,2,,H,39.0,Chiwi,-30.0,Juli F,-16.0,Koki,7.0,Pedro
15/08/2017,366,2,,H,8.0,Lucio,-41.0,Mati G. (minimati),-24.0,Mauro,57.0,Naoko
15/08/2017,367,2,,H,-30.0,Alejandro,-48.0,Enio,15.0,Fer,63.0,Michael
15/08/2017,368,2,,H,-34.0,Figo/Iori,11.0,Lucas,-23.0,Luli,46.0,Pato
15/08/2017,369,2,,H,15.0,Figo/Iori,63.0,Lucio,-48.0,Mati G. (minimati),-30.0,Naoko
15/08/2017,370,2,,H,45.0,Lucas,-35.0,Luli,-16.0,Mauro,6.0,Naoko
15/08/2017,371,2,,H,-24.0,Enio,8.0,Fer,62.0,Figo/Iori,-46.0,Mauro
16/08/2017,372,2,,H,-22.0,Adrian,51.0,Haku/Kozi,-38.0,Lucas,9.0,Pedro
16/08/2017,373,2,,H,11.0,Adrian,-53.0,Lucas,59.0,Nico,-17.0,Pato
16/08/2017,374,2,,H,-18.0,Adrian,-51.0,Lucas,66.0,Nico,3.0,Pato
17/08/2017,375,2,,H,-18.0,Adrian,-36.0,JC,8.0,Nico,46.0,Pedro
17/08/2017,376,2,,H,-21.0,Adrian,-59.0,JC,16.0,Lucas,64.0,Nico
17/08/2017,377,2,,H,50.0,Adrian,13.0,Facu (UY),-20.0,JC,-43.0,Lucas
18/08/2017,378,2,,H,9.0,Chiwi,-51.0,Fran,60.0,Pato,-18.0,Pedro
18/08/2017,379,2,,H,5.0,Chiwi,-20.0,Fran,-37.0,Juli F,52.0,Pedro
18/08/2017,380,2,,H,-32.0,Adrian,43.0,Facu (UY),7.0,Haku/Kozi,-18.0,Pedro
19/08/2017,381,2,,H,-28.0,Lucio,-46.0,Mati G. (minimati),21.0,Nico,53.0,Romo
19/08/2017,382,2,,H,-22.0,Adrian,13.0,Michael,49.0,Nico,-40.0,Pedro
19/08/2017,383,2,,H,8.0,Fer,53.0,Lucas Albor,-21.0,Lucio,-40.0,Mati G. (minimati)
19/08/2017,384,2,,H,52.0,Adrian,-51.0,Chiwi,-17.0,Michael,16.0,Pedro
19/08/2017,385,2,,T,46.0,Adrian,15.0,Michael,-24.0,Nico,-37.0,Pedro
19/08/2017,386,2,,H,-38.0,Juli F,-23.0,Lucas,-1.0,Max D.,62.0,Romo
19/08/2017,387,2,,T,15.0,Fer,-24.0,Lucas,-37.0,Lucio,46.0,Mati G. (minimati)
19/08/2017,388,2,,H,52.0,Haku/Kozi,5.0,Lucas,-39.0,Mati G. (minimati),-18.0,Pedro
19/08/2017,389,2,,H,-31.0,Adrian,-17.0,Haku/Kozi,7.0,Nico,41.0,Pedro
19/08/2017,390,2,,H,-45.0,Adrian,-31.0,Haku/Kozi,10.0,Lucas,66.0,Pedro
19/08/2017,391,2,,H,-36.0,Adrian,-25.0,Haku/Kozi,49.0,Lucas,12.0,Pedro
19/08/2017,392,2,,H,-35.0,Adrian,7.0,Haku/Kozi,-14.0,Nico,42.0,Pedro
21/08/2017,393,2,,H,49.0,Azul,18.0,Chiwi,-39.0,Haku/Kozi,-28.0,Pedro
21/08/2017,394,2,,H,-19.0,Azul,-31.0,Haku/Kozi,9.0,Nico,41.0,Pedro
21/08/2017,395,2,,H,64.0,Adrian,-40.0,Lucas,-30.0,Nico,6.0,Pedro
21/08/2017,396,2,,H,-50.0,Adrian,6.0,Lucas,-15.0,Nico,59.0,Pedro
21/08/2017,397,2,,H,-22.0,Adrian,11.0,Lucas,46.0,Nico,-35.0,Pato
21/08/2017,398,2,,H,53.0,Adrian,4.0,Lucas,-37.0,Pato,-20.0,Pedro
22/08/2017,399,2,,H,50.0,Chiwi,-12.0,Fer,-53.0,Mati G. (minimati),15.0,Mauro
22/08/2017,400,2,,H,-41.0,Chiwi,51.0,Fer,7.0,Mati G. (minimati),-17.0,Mauro
22/08/2017,401,2,,H,12.0,Chiwi,-8.0,Lucas,-52.0,Lucio,48.0,Luli
22/08/2017,402,2,,H,-65.0,Chiwi,61.0,Figo/Iori,-17.0,Lucas,21.0,Luli
22/08/2017,403,2,,H,-30.0,Dario,-41.0,Figo/Iori,5.0,Lucas,66.0,Luli
22/08/2017,404,2,,H,43.0,Enio,-16.0,Lucio,-37.0,Marcelo,10.0,Michael
22/08/2017,405,2,,H,-41.0,Fer,-30.0,Mati G. (minimati),5.0,Mauro,66.0,Pato
22/08/2017,406,2,,H,45.0,Figo/Iori,13.0,Lucas,-49.0,Lucio,-9.0,Michael
22/08/2017,407,2,,H,9.0,Figo/Iori,41.0,Lucio,-34.0,Mati G. (minimati),-16.0,Michael
22/08/2017,408,2,,H,-29.0,Azul,68.0,JC,-47.0,Haku/Kozi,8.0,Pedro
22/08/2017,409,2,,H,-21.0,Azul,-38.0,JC,12.0,Haku/Kozi,47.0,Pedro
23/08/2017,410,2,,H,9.0,Adrian,-42.0,Duro,50.0,Fer,-17.0,Michael
23/08/2017,411,2,,H,-52.0,Azul,-27.0,Haku/Kozi,2.0,Nico,77.0,Pedro
23/08/2017,412,2,,H,-44.0,Azul,-12.0,JC,12.0,Haku/Kozi,44.0,Nico
23/08/2017,413,2,,H,-53.0,Dario,-29.0,Ini,-8.0,JC,90.0,Haku/Kozi
23/08/2017,414,2,,H,59.0,Dario,-47.0,Ini,-19.0,JC,7.0,Haku/Kozi
24/08/2017,415,2,,H,47.0,Figo/Iori,4.0,Lucas,-33.0,Lucio,-18.0,Luli
24/08/2017,416,2,,T,-35.0,Figo/Iori,6.0,Lucas,-18.0,Lucio,47.0,Mauro
24/08/2017,417,2,,H,-53.0,Azul,67.0,Haku/Kozi,-20.0,Pato,6.0,Pedro
24/08/2017,418,2,,H,54.0,Azul,2.0,Dario,-21.0,Haku/Kozi,-35.0,Lucas
25/08/2017,419,2,,T,8.0,Chiwi,-18.0,Juli F,48.0,Max D.,-38.0,Pedro
25/08/2017,420,2,,T,1.0,Chiwi,83.0,Juli F,-55.0,Max D.,-29.0,Pato
25/08/2017,421,2,,T,-56.0,Chiwi,-27.0,Juli F,7.0,Pato,76.0,Pedro
25/08/2017,422,2,,T,-16.0,Juli F,38.0,Max D.,6.0,Pato,-28.0,Pedro
25/08/2017,423,2,,H,60.0,Chiwi,-23.0,Juli F,-49.0,Max D.,12.0,Pedro
26/08/2017,424,2,,H,59.0,Duro,-57.0,Lucio,15.0,Nico,-17.0,Romo
26/08/2017,425,2,,H,-23.0,Adrian,-49.0,Fer,12.0,Mati G. (minimati),60.0,Michael
26/08/2017,426,2,,H,60.0,Dario,-51.0,Lucio,-16.0,Nico,7.0,Romo
26/08/2017,427,2,,H,94.0,Koki,-68.0,Lucas Albor,8.0,Naoko,-34.0,Santiago Albor
26/08/2017,428,2,,H,-45.0,Adrian,13.0,Fer,-25.0,Mati G. (minimati),57.0,Michael
26/08/2017,429,2,,H,-24.0,Alejandro,19.0,Koki,-73.0,Naoko,78.0,Nico
26/08/2017,430,2,,T,38.0,Adrian,-15.0,Dario,6.0,Lucio,-29.0,Michael
26/08/2017,431,2,,T,16.0,Adrian,47.0,Lucio,-44.0,Mati G. (minimati),-19.0,Michael
27/08/2017,432,2,,H,52.0,Adrian,-13.0,Fernando A,-46.0,Mauro,7.0,Pato
27/08/2017,433,2,,H,-40.0,Adrian,3.0,Fernando A,-19.0,Mauro,56.0,Nico
27/08/2017,434,2,,H,5.0,Adrian,-55.0,Fernando A,-22.0,Mauro,72.0,Nico
27/08/2017,435,2,,H,-21.0,Adrian,66.0,Facu (UY),-51.0,Fernando A,6.0,Mauro
27/08/2017,436,2,,H,-40.0,Adrian,-54.0,Fernando A,64.0,Nico,30.0,Pato
28/08/2017,437,2,,H,-27.0,Duro,-38.0,Fer,65.0,Lucio,0.0,Romo
28/08/2017,438,2,,H,-12.0,Adrian,14.0,Lucas,-46.0,Luli,44.0,Mauro
28/08/2017,439,2,,H,10.0,Adrian,54.0,Lucas,-47.0,Luli,-17.0,Mauro
28/08/2017,440,2,,H,60.0,Adrian,11.0,Chiwi,-50.0,Lucas,-21.0,Nico
28/08/2017,441,2,,H,-17.0,Adrian,47.0,Lucas,-37.0,Mauro,7.0,Nico
28/08/2017,442,2,,T,-18.0,Adrian,8.0,Luli,-29.0,Mauro,39.0,Nico
28/08/2017,443,2,,T,5.0,Adrian,40.0,Lucas,-29.0,Luli,-16.0,Nico
28/08/2017,444,2,,T,-16.0,Lucas,-29.0,Luli,6.0,Mauro,39.0,Nico
28/08/2017,445,2,,T,-30.0,Adrian,6.0,Lucas,-15.0,Luli,39.0,Mauro
28/08/2017,446,2,,H,-26.0,Adrian,-52.0,Lucas,69.0,Mauro,9.0,Nico
29/08/2017,447,2,,H,47.0,Chiwi,11.0,Lucio,-15.0,Mati G. (minimati),-43.0,Pato
29/08/2017,448,2,,T,-62.0,Duro,56.0,Fer,18.0,Fernando A,-12.0,Luli
29/08/2017,449,2,,H,-35.0,Chiwi,46.0,Lucio,7.0,Michael,-18.0,Nico
29/08/2017,450,2,,H,7.0,Chiwi,-19.0,Lucio,-49.0,Michael,61.0,Nico
29/08/2017,451,2,,H,-14.0,Enio,8.0,Koki,-60.0,Marcelo,66.0,Naoko
29/08/2017,452,2,,H,11.0,Enio,-25.0,Koki,-50.0,Marcelo,64.0,Naoko
29/08/2017,453,2,,H,2.0,Fer,60.0,Lucas,-36.0,Luli,-26.0,Mati G. (minimati)
29/08/2017,454,2,,H,71.0,Koki,-50.0,Lucio,4.0,Michael,-25.0,Naoko
29/08/2017,455,2,,T,54.0,Enio,-46.0,Fer,11.0,Lucas,-19.0,Nico
30/08/2017,456,2,,H,18.0,Adrian,55.0,Duro,-31.0,Fer,-42.0,Michael
30/08/2017,457,2,,H,-19.0,Chiwi,46.0,Lucas,-32.0,Luli,5.0,Nico
30/08/2017,458,2,,H,56.0,Dario,-32.0,Fernando A,-46.0,Ini,22.0,JC
31/08/2017,459,2,,H,-35.0,Adrian,-15.0,Haku/Kozi,43.0,Lucas,7.0,Nico
31/08/2017,460,2,,H,-48.0,Adrian,-24.0,JC,13.0,Lucas,59.0,Nico
01/09/2017,461,2,,T,12.0,Duro,-17.0,Fer,47.0,Lucio,-42.0,Romo
02/09/2017,462,2,,H,54.0,Facu (UY),-45.0,Fernando A,-16.0,JC,7.0,Nico
02/09/2017,463,2,,H,-53.0,Fernando A,-28.0,JC,21.0,Nico,60.0,Pato
02/09/2017,464,2,,H,-40.0,Fernando A,49.0,JC,-15.0,Nico,6.0,Pato
02/09/2017,465,2,,H,-18.0,Fer,-51.0,Lucio,54.0,Michael,15.0,Pato
02/09/2017,466,2,,H,-22.0,Fer,14.0,Lucio,-44.0,Michael,52.0,Pato
02/09/2017,467,2,,H,9.0,Adrian,59.0,Koki,-41.0,Mati G. (minimati),-27.0,Naoko
02/09/2017,468,2,,H,-21.0,Adrian,62.0,Figo/Iori,7.0,Naoko,-48.0,Romo
02/09/2017,469,2,,H,13.0,Adrian,51.0,Figo/Iori,-51.0,Lucio,-13.0,Romo
02/09/2017,470,2,,H,-38.0,Adrian,-25.0,Figo/Iori,57.0,Lucio,6.0,Romo
02/09/2017,471,2,,H,40.0,Adrian,-14.0,Figo/Iori,7.0,Lucio,-33.0,Romo
02/09/2017,472,2,,H,12.0,Adrian,49.0,Figo/Iori,-23.0,Lucio,-38.0,Romo
03/09/2017,473,2,,H,-44.0,JC,12.0,Nico,-28.0,Pato,60.0,Pedro
03/09/2017,474,2,,H,12.0,Adrian,-21.0,Ini,45.0,JC,-36.0,Pato
05/09/2017,475,2,,H,-32.0,Adrian,-16.0,JC,7.0,Lucas,41.0,Nico
05/09/2017,476,2,,H,-17.0,Adrian,48.0,JC,-43.0,Lucas,12.0,Nico
05/09/2017,477,2,19,H,44.0,Cristian (CL),-5.8,Guile,-59.7,Ini,21.5,Pedro
05/09/2017,478,2,,H,-35.0,Alejandro,-19.0,Fer,51.0,Lucas,3.0,Mati G. (minimati)
05/09/2017,479,2,,H,-42.0,Duro,2.0,Lucas,-20.0,Mauro,60.0,Michael
05/09/2017,480,2,,H,-45.0,Duro,84.0,Figo/Iori,-9.0,Mauro,-30.0,Michael
05/09/2017,481,2,,H,-34.0,Chiwi,6.0,Fer,45.0,Lucio,-17.0,Luli
05/09/2017,482,2,,H,-35.0,Chiwi,7.0,Figo/Iori,45.0,Lucio,-17.0,Luli
05/09/2017,483,2,,T,-12.0,Duro,-41.0,Figo/Iori,12.0,Mauro,41.0,Michael
05/09/2017,484,2,19,H,-7.8,Dario,-48.9,Fer,15.8,Mati,40.9,Nico
06/09/2017,485,2,,H,-41.0,Facu (UY),64.0,Lucas,-22.0,Luli,-1.0,Nico
06/09/2017,486,2,,H,5.0,Facu (UY),-41.0,Lucas,-16.0,Luli,52.0,Nico
07/09/2017,487,2,,H,-47.0,Adrian,45.0,Dario,-11.0,Nico,13.0,Pato
07/09/2017,488,2,,H,-27.0,Adrian,81.0,Dario,7.0,Nico,-61.0,Pato
07/09/2017,489,2,,H,-52.0,Adrian,48.0,Dario,-12.0,Nico,16.0,Pato
08/09/2017,490,2,19,H,-20.6,Fran,-72.0,Jess,10.7,Lucas,81.9,Wapuro
08/09/2017,491,2,,H,18.0,JC,52.0,Kime,-50.0,Lucas,-20.0,Luli
08/09/2017,492,2,19,H,-6.0,Adrian,-44.8,Chiwi,15.2,Fran,35.6,Pedro
09/09/2017,493,2,19,H,33.4,Dario,-11.8,Figo/Iori,-32.3,Kime,10.7,Pato
09/09/2017,494,2,,H,48.0,Koki,12.0,Mati G. (minimati),-19.0,Michael,-41.0,Naoko
09/09/2017,495,2,,H,14.0,Koki,-63.0,Lucas,64.0,Michael,-15.0,Naoko
09/09/2017,496,2,,H,50.0,Fer,-45.0,Lucio,10.0,Nico,-15.0,Romo
09/09/2017,497,2,,H,61.0,Alejandro,-47.0,Mati G. (minimati),6.0,Naoko,-20.0,Tamara
09/09/2017,498,2,,H,-26.0,Koki,-50.0,Lucas,20.0,Michael,56.0,Romo
09/09/2017,499,2,,H,-44.0,Adrian,14.0,Lucas,-25.0,Luli,55.0,Pato
09/09/2017,500,2,,H,-51.0,Fer,-37.0,JC,92.0,Lucas,-4.0,Mauro
09/09/2017,501,2,,H,-19.0,Fer,15.0,JC,-48.0,Lucas,52.0,Mauro
09/09/2017,502,2,,H,9.0,Adrian,-50.0,Lucas,-22.0,Luli,63.0,Mauro
09/09/2017,503,2,,T,9.0,Chiwi,-34.0,Juli F,38.0,Mati,-13.0,Mayra
09/09/2017,504,2,,T,-11.0,Chiwi,-51.0,Mati,51.0,Mayra,11.0,Pedro
09/09/2017,505,2,,T,54.0,Chiwi,0.0,Juli F,-34.0,Mayra,-20.0,Pedro
09/09/2017,506,2,,T,45.0,Chiwi,-36.0,Juli F,-18.0,Mati,9.0,Pedro
09/09/2017,507,2,,T,-33.0,Juli F,42.0,Mati,9.0,Mayra,-18.0,Pedro
09/09/2017,508,2,,H,12.0,Figo/Iori,-25.0,Jess,-37.0,Haku/Kozi,50.0,Nico
09/09/2017,509,2,,H,2.0,Akito,57.0,Figo/Iori,-19.0,Jess,-40.0,Haku/Kozi
09/09/2017,510,2,,H,74.0,Figo/Iori,1.0,Ini,-45.0,Jess,-30.0,Nico
09/09/2017,511,2,,H,-40.0,Azul,-24.0,Figo/Iori,16.0,Ini,48.0,Nico
10/09/2017,512,2,19,H,11.6,Chiwi,-16.1,Haku/Kozi,56.0,Nico,-51.5,Wapuro
10/09/2017,513,2,19,H,-10.2,Ernesto,12.1,Ini,48.2,Mati,-50.1,Sebas (CO)
10/09/2017,514,2,,H,-58.0,Fer,-13.0,JC,9.0,Haku/Kozi,62.0,Pato
10/09/2017,515,2,,H,-16.0,Fer,-31.0,JC,9.0,Mati G. (minimati),38.0,Pato
11/09/2017,516,2,,H,52.0,Facu (UY),-51.0,Fernando A,-18.0,Lucas,17.0,Nico
11/09/2017,517,2,,H,-18.0,Facu (UY),-36.0,Fernando A,5.0,Lucas,49.0,Nico
11/09/2017,518,2,,H,38.0,Adrian,-29.0,Lucas,6.0,Luli,-15.0,Nico
11/09/2017,519,2,,H,-41.0,Adrian,-26.0,Lucas,13.0,Luli,54.0,Nico
11/09/2017,520,2,,H,-29.0,Adrian,-48.0,JC,19.0,Lucas,58.0,Luli
11/09/2017,521,2,,H,-54.0,Adrian,10.0,JC,-12.0,Lucas,56.0,Nico
11/09/2017,522,2,,H,-55.0,Adrian,23.0,JC,58.0,Lucas,-26.0,Nico
11/09/2017,523,2,,H,-17.0,Adrian,-50.0,Ini,49.0,JC,18.0,Nico
11/09/2017,524,2,,H,-36.0,Adrian,45.0,Ini,14.0,JC,-23.0,Lucas
12/09/2017,525,2,,H,20.0,Lucas,-23.0,Lucio,61.0,Mauro,-58.0,Pato
12/09/2017,526,2,,T,-36.0,Figo/Iori,52.0,Lucas,-23.0,Mati G. (minimati),7.0,Pato
12/09/2017,527,2,,H,45.0,Duro,-19.0,Figo/Iori,11.0,Lucas,-37.0,Pablo (2de6)
12/09/2017,528,2,,H,-51.0,Fer,-14.0,Koki,16.0,Michael,49.0,Naoko
